;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
5176;Apartamento;Barra da Tijuca;3;2;3;170;6000.0;1700.0;
5177;Apartamento;Recreio dos Bandeirantes;3;1;1;72;1800.0;930.0;212.0
5178;Apartamento;Laranjeiras;3;4;1;150;5200.0;1100.0;10.0
5179;Apartamento;Centro;1;0;0;40;1300.0;400.0;
5180;Apartamento;Copacabana;2;0;1;100;2300.0;1340.0;159.0
5181;Apartamento;Barra da Tijuca;4;3;1;296;17000.0;5583.0;16622.0
5182;Apartamento;Barra da Tijuca;2;1;2;83;6500.0;;
5183;Casa de Condomínio;Taquara;2;1;0;55;1000.0;450.0;
5184;Apartamento;Copacabana;3;1;1;104;3800.0;1115.0;220.0
5185;Apartamento;Recreio dos Bandeirantes;3;2;1;97;1991.0;1050.0;
5186;Apartamento;Barra da Tijuca;1;1;0;68;2500.0;1300.0;
5187;Casa;Recreio dos Bandeirantes;4;3;1;316;4600.0;830.0;
5188;Casa;Jardim Botânico;4;4;3;450;20000.0;;1750.0
5189;Apartamento;Recreio dos Bandeirantes;3;2;2;187;3500.0;1500.0;
5190;Apartamento;Copacabana;3;1;0;100;4000.0;700.0;180.0
5191;Quitinete;Estácio;0;0;0;15;700.0;;
5192;Apartamento;Leblon;1;1;0;30;3000.0;411.0;80.0
5193;Apartamento;Copacabana;3;1;0;100;3900.0;970.0;110.0
5194;Apartamento;Tijuca;2;0;0;80;1700.0;455.0;28.0
5195;Apartamento;Centro;1;1;0;52;1500.0;550.0;60.0
5196;Apartamento;Urca;2;0;1;100;4400.0;373.0;
5197;Apartamento;Botafogo;2;0;0;62;2800.0;790.0;
5198;Apartamento;Flamengo;2;1;1;87;2900.0;1400.0;350.0
5199;Apartamento;Humaitá;3;1;1;103;4000.0;1100.0;151.0
5200;Apartamento;Jardim Sulacap;1;0;0;72;880.0;;13.0
5201;Apartamento;Recreio dos Bandeirantes;3;2;1;85;2100.0;800.0;1900.0
5202;Casa de Condomínio;Barra da Tijuca;5;4;3;622;10000.0;1390.0;1486.0
5203;Apartamento;Tijuca;2;1;1;87;2800.0;950.0;164.0
5204;Apartamento;Copacabana;4;2;1;255;5900.0;1900.0;373.0
5205;Apartamento;Barra da Tijuca;4;3;4;250;9500.0;3100.0;720.0
5206;Apartamento;Ipanema;4;1;3;168;7000.0;2400.0;3067.0
5207;Apartamento;Vargem Pequena;2;1;1;70;1800.0;857.0;
5208;Apartamento;Santa Teresa;1;0;0;35;800.0;400.0;
5209;Apartamento;Barra da Tijuca;3;2;3;104;2600.0;740.0;240.0
5210;Apartamento;Ipanema;3;1;1;102;4200.0;2095.0;485.0
5211;Apartamento;Flamengo;5;2;1;340;8700.0;2700.0;150.0
5212;Apartamento;Leblon;3;2;1;130;6000.0;2360.0;597.0
5213;Apartamento;Maria da Graça;2;0;0;74;1100.0;300.0;118.0
5214;Apartamento;Centro;1;0;0;60;2000.0;500.0;
5215;Quitinete;Gardênia Azul;1;0;0;25;490.0;15.0;
5216;Apartamento;Barra da Tijuca;4;3;2;224;7600.0;2237.0;768.0
5217;Apartamento;Ipanema;7;5;7;800;30000.0;11000.0;
5218;Casa;Pechincha;2;0;1;60;1550.0;100.0;
5219;Apartamento;Ipanema;2;1;0;82;3500.0;850.0;90.0
5220;Apartamento;Copacabana;5;1;1;300;11000.0;2450.0;350.0
5221;Apartamento;Barra da Tijuca;4;4;4;370;22000.0;;
5222;Apartamento;Leme;3;1;1;100;4800.0;1000.0;200.0
5223;Apartamento;Ipanema;1;0;0;35;1600.0;315.0;30.0
5224;Apartamento;Copacabana;3;1;1;145;5000.0;1576.0;24.0
5225;Apartamento;Barra da Tijuca;3;2;1;130;5000.0;2445.0;807.0
5226;Apartamento;Copacabana;2;0;0;45;3400.0;;
5227;Apartamento;Ilha do Governador;1;0;0;45;1000.0;355.0;20.0
5228;Apartamento;Lagoa;3;2;1;252;8800.0;1900.0;600.0
5229;Apartamento;Ipanema;2;1;1;80;15000.0;3600.0;
5230;Apartamento;Barra da Tijuca;2;2;1;168;2199.0;1600.0;
5231;Apartamento;Rio Comprido;2;1;1;75;1300.0;850.0;
5232;Casa de Condomínio;Barra da Tijuca;4;3;2;434;7500.0;2694.0;1150.0
5233;Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1775.0;260.0
5234;Apartamento;Guaratiba;2;1;1;50;950.0;;
5235;Apartamento;Vila Isabel;2;1;1;86;1500.0;834.0;86.0
5236;Casa de Condomínio;Vargem Grande;5;3;5;300;6000.0;1300.0;200.0
5237;Apartamento;Ipanema;3;1;2;130;15000.0;1400.0;600.0
5238;Casa;Taquara;3;1;1;106;2300.0;180.0;57.0
5239;Apartamento;Ipanema;3;1;1;105;4500.0;1427.0;239.0
5240;Apartamento;Recreio dos Bandeirantes;3;2;3;144;3500.0;670.0;350.0
5241;Apartamento;Jacarepaguá;2;1;1;60;1450.0;500.0;
5242;Apartamento;Barra da Tijuca;2;1;1;63;1600.0;856.0;111.0
5243;Apartamento;Leblon;3;2;0;180;5000.0;3900.0;480.0
5244;Apartamento;Barra da Tijuca;3;2;1;141;4800.0;1785.0;
5245;Apartamento;Centro;2;0;0;75;2500.0;662.0;80.0
5246;Apartamento;Copacabana;2;1;2;160;4000.0;1350.0;
5247;Apartamento;Jacarepaguá;2;1;1;55;1500.0;450.0;50.0
5248;Apartamento;Grajaú;2;1;1;71;980.0;646.0;97.0
5249;Apartamento;Ipanema;4;2;1;160;7000.0;1750.0;
5250;Apartamento;Ipanema;3;1;1;160;7800.0;1317.0;493.0
5251;Apartamento;Tijuca;2;0;0;33;1500.0;641.0;25.0
5252;Apartamento;Jardim Botânico;2;1;1;90;4500.0;1500.0;338.0
5253;Apartamento;Recreio dos Bandeirantes;3;3;3;300;3200.0;1346.0;
5254;Apartamento;Freguesia (Jacarepaguá);2;1;1;78;1200.0;605.0;78.0
5255;Apartamento;Barra da Tijuca;1;1;1;67;1600.0;1641.0;358.0
5256;Apartamento;Copacabana;1;0;1;40;2800.0;500.0;
5257;Apartamento;Jardim Guanabara;1;1;0;65;1550.0;285.0;25.0
5258;Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0
5259;Apartamento;Leblon;4;2;4;200;10500.0;2710.0;1153.0
5260;Casa de Condomínio;Barra da Tijuca;5;4;4;622;10000.0;1390.0;1486.0
5261;Apartamento;Vila Isabel;2;1;1;76;1500.0;840.0;71.0
5262;Casa de Condomínio;Jacarepaguá;2;1;1;90;1700.0;208.0;35.0
5263;Apartamento;Grajaú;2;1;1;76;1300.0;940.0;
5264;Apartamento;Estácio;2;1;1;86;1700.0;840.0;120.0
5265;Apartamento;Rio Comprido;2;0;0;70;1500.0;240.0;13.0
5266;Apartamento;Barra da Tijuca;3;2;3;110;2700.0;1485.0;262.0
5267;Apartamento;Barra da Tijuca;2;1;1;70;2000.0;990.0;
5268;Apartamento;Vila Valqueire;3;2;1;230;4500.0;610.0;2315.0
5269;Casa;Olaria;1;0;0;35;800.0;;
5270;Apartamento;Centro;1;0;0;56;1900.0;917.0;2004.0
5271;Apartamento;Maracanã;2;1;0;70;2000.0;600.0;
5272;Apartamento;Copacabana;1;0;0;40;1500.0;;
5273;Apartamento;Copacabana;3;1;1;220;7700.0;;
5274;Apartamento;Botafogo;3;1;0;94;3000.0;1500.0;153.0
5275;Apartamento;Botafogo;3;1;1;105;5700.0;1353.0;281.0
5276;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0
5277;Apartamento;Barra da Tijuca;3;2;2;216;10000.0;3809.0;1366.0
5278;Apartamento;Copacabana;1;1;0;50;2500.0;585.0;94.0
5279;Quitinete;Ipanema;1;0;0;30;2400.0;455.0;133.0
5280;Apartamento;Copacabana;1;1;0;40;2000.0;580.0;75.0
5281;Apartamento;Recreio dos Bandeirantes;2;0;2;90;1400.0;900.0;170.0
5282;Quitinete;Centro;1;0;0;42;850.0;543.0;26.0
5283;Apartamento;Barra da Tijuca;1;1;0;40;3200.0;1680.0;
5284;Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;341.0
5285;Casa;Gávea;0;0;0;160;15000.0;;426.0
5286;Apartamento;Jardim Botânico;3;2;2;147;4500.0;1496.0;374.0
5287;Apartamento;Ipanema;3;0;1;300;22000.0;4000.0;1980.0
5288;Apartamento;Barra da Tijuca;4;2;1;167;10000.0;2237.0;5700.0
5289;Apartamento;Ipanema;4;3;3;270;15000.0;3100.0;700.0
5290;Apartamento;Leblon;2;1;2;125;10000.0;1275.0;290.0
5291;Apartamento;Ipanema;4;1;1;141;8000.0;1500.0;
5292;Apartamento;Humaitá;4;3;2;215;8000.0;2900.0;750.0
5293;Apartamento;Botafogo;2;0;1;90;4500.0;940.0;189.0
5294;Apartamento;Barra da Tijuca;3;1;2;100;3200.0;1250.0;150.0
5295;Casa;Penha;1;0;0;27;800.0;;
5296;Apartamento;Ipanema;3;1;1;118;5900.0;980.0;250.0
5297;Apartamento;Copacabana;2;0;0;80;2200.0;655.0;100.0
5298;Apartamento;Recreio dos Bandeirantes;3;2;1;86;1400.0;626.0;
5299;Apartamento;Barra da Tijuca;4;3;4;160;6300.0;1800.0;
5300;Quitinete;Copacabana;1;0;0;21;1700.0;470.0;291.0
5301;Apartamento;Copacabana;3;0;0;113;2300.0;1100.0;
5302;Apartamento;Copacabana;1;0;1;40;1800.0;168.0;118.0
5303;Apartamento;Leblon;2;2;0;100;10000.0;1800.0;
5304;Apartamento;Ipanema;4;4;3;487;30000.0;5800.0;29445.0
5305;Apartamento;Ipanema;3;1;1;176;6500.0;2500.0;350.0
5306;Apartamento;Inhaúma;2;1;0;48;800.0;370.0;
5307;Apartamento;Copacabana;1;1;1;40;2500.0;748.0;670.0
5308;Apartamento;Penha;3;0;0;75;1100.0;185.0;
5309;Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1269.0;212.0
5310;Apartamento;Bonsucesso;2;0;0;60;650.0;350.0;
5311;Apartamento;Engenho Novo;2;0;0;68;1200.0;310.0;48.0
5312;Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;700.0;2000.0
5313;Apartamento;Gávea;3;1;0;88;3500.0;1682.0;226.0
5314;Casa de Condomínio;Barra da Tijuca;6;8;0;924;13000.0;2214.0;1060.0
5315;Apartamento;Lagoa;3;0;1;140;8000.0;1564.0;430.0
5316;Apartamento;Barra da Tijuca;2;1;1;65;2500.0;665.0;
5317;Apartamento;Copacabana;1;0;0;50;2300.0;610.0;
5318;Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980.0;
5319;Apartamento;Copacabana;2;0;1;140;7800.0;1300.0;198.0
5320;Apartamento;Recreio dos Bandeirantes;3;2;1;80;2100.0;800.0;1800.0
5321;Casa de Vila;Vila Isabel;2;0;0;55;1500.0;30.0;21.0
5322;Apartamento;Maracanã;1;1;1;55;1700.0;566.0;84.0
5323;Casa de Condomínio;Barra da Tijuca;4;4;4;850;18009.0;1560.0;
5324;Apartamento;Flamengo;3;0;0;117;2500.0;600.0;200.0
5325;Quitinete;Flamengo;1;0;0;20;1400.0;360.0;27.0
5326;Apartamento;Botafogo;2;1;1;60;2500.0;1500.0;200.0
5327;Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0
5328;Casa de Condomínio;Joá;6;3;5;300;25000.0;;
5329;Casa;Campo Grande;2;0;0;100;1500.0;;
5330;Apartamento;Barra da Tijuca;4;4;4;276;8300.0;1550.0;
5331;Apartamento;Centro;2;0;0;56;1800.0;544.0;51.0
5332;Casa;Vaz Lobo;1;0;0;30;400.0;;
5333;Apartamento;Copacabana;3;1;2;120;6700.0;;
5334;Apartamento;Laranjeiras;1;0;0;55;2500.0;450.0;
5335;Apartamento;Campo Grande;2;1;0;50;780.0;120.0;
5336;Casa de Condomínio;Barra da Tijuca;8;4;4;986;15000.0;1543.0;2082.0
5337;Apartamento;Leme;2;0;0;85;3800.0;690.0;
5338;Apartamento;Campo Grande;2;0;0;50;700.0;;
5339;Apartamento;Tijuca;3;2;1;125;2850.0;970.0;150.0
5340;Apartamento;Jardim Botânico;3;2;1;111;4100.0;1180.0;292.0
5341;Apartamento;Recreio dos Bandeirantes;2;1;1;60;2100.0;1200.0;150.0
5342;Casa de Vila;Ipanema;3;2;0;130;6000.0;;190.0
5343;Apartamento;Barra da Tijuca;3;2;3;240;5000.0;1620.0;357.0
5344;Quitinete;Centro;0;0;0;32;600.0;401.0;25.0
5345;Apartamento;Bento Ribeiro;2;2;0;69;1500.0;450.0;
5346;Apartamento;Recreio dos Bandeirantes;3;2;1;113;2900.0;981.0;27.0
5347;Casa de Vila;Engenho de Dentro;1;0;0;50;1000.0;90.0;
5348;Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0
5349;Casa de Condomínio;Barra da Tijuca;4;4;2;360;6500.0;1145.0;889.0
5350;Apartamento;Ipanema;2;0;1;120;5500.0;1800.0;200.0
5351;Apartamento;Ipanema;3;1;1;170;6500.0;2554.0;
5352;Apartamento;Flamengo;1;0;1;79;2500.0;570.0;1530.0
5353;Casa;Vicente de Carvalho;1;0;0;32;500.0;;
5354;Apartamento;Vila Isabel;3;0;0;75;1700.0;528.0;74.0
5355;Apartamento;Leblon;3;1;2;93;5000.0;1400.0;
5356;Apartamento;Barra da Tijuca;1;1;1;45;1300.0;900.0;50.0
5357;Apartamento;Vila Isabel;1;2;0;54;1200.0;479.0;48.0
5358;Casa de Condomínio;Barra da Tijuca;4;3;4;320;9000.0;500.0;5000.0
5359;Casa de Condomínio;Barra da Tijuca;4;3;2;410;8500.0;870.0;8100.0
5360;Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0
5361;Apartamento;Taquara;2;1;0;52;1100.0;672.0;
5362;Apartamento;Laranjeiras;2;0;0;80;1650.0;900.0;80.0
5363;Apartamento;Vila Isabel;2;0;0;69;1400.0;100.0;47.0
5364;Apartamento;Ipanema;3;2;1;170;8000.0;2000.0;532.0
5365;Apartamento;Vila Isabel;1;1;0;54;1800.0;682.0;49.0
5366;Apartamento;Copacabana;4;0;1;60;3500.0;;
5367;Apartamento;Laranjeiras;3;0;0;75;3200.0;652.0;110.0
5368;Apartamento;Barra da Tijuca;5;4;5;400;10000.0;1500.0;5000.0
5369;Apartamento;Leblon;1;0;0;35;2100.0;700.0;120.0
5370;Apartamento;Tijuca;3;1;1;170;3200.0;1100.0;180.0
5371;Casa de Vila;Jardim Botânico;2;0;1;50;3000.0;65.0;118.0
5372;Apartamento;Leblon;3;1;0;98;3500.0;1240.0;164.0
5373;Casa de Condomínio;Jacarepaguá;3;5;2;250;4000.0;250.0;348.0
5374;Apartamento;Leblon;3;2;2;260;28000.0;4500.0;800.0
5375;Casa;Barra da Tijuca;5;3;5;615;18000.0;2300.0;
5376;Apartamento;Ipanema;1;0;1;40;3300.0;470.0;102.0
5377;Apartamento;Recreio dos Bandeirantes;2;2;2;79;1500.0;1002.0;
5378;Apartamento;Tijuca;1;1;0;60;1400.0;600.0;92.0
5379;Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1800.0;3000.0
5380;Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3200.0;
5381;Casa;Campo Grande;2;1;0;80;1215.0;;
5382;Apartamento;Leblon;2;1;1;92;4500.0;1500.0;1000.0
5383;Apartamento;Ipanema;1;0;0;32;1300.0;645.0;99.0
5384;Apartamento;Recreio dos Bandeirantes;4;1;4;234;3800.0;1180.0;530.0
5385;Casa;Engenho Novo;2;0;0;60;550.0;;
5386;Quitinete;Copacabana;1;0;0;45;1700.0;442.0;57.0
5387;Apartamento;Tijuca;1;1;0;40;1250.0;446.0;16.0
5388;Apartamento;Recreio dos Bandeirantes;2;1;1;107;3500.0;650.0;
5389;Apartamento;Barra da Tijuca;4;3;4;266;12000.0;3700.0;692.0
5390;Apartamento;Recreio dos Bandeirantes;2;1;1;70;2300.0;775.0;
5391;Apartamento;Barra da Tijuca;3;1;1;87;1900.0;1302.0;
5392;Apartamento;Botafogo;2;1;2;80;4800.0;1220.0;299.0
5393;Apartamento;Copacabana;3;1;1;190;8500.0;1300.0;324.0
5394;Casa;Vicente de Carvalho;1;0;1;50;1000.0;;
5395;Apartamento;Lagoa;4;2;1;200;7000.0;1557.0;
5396;Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1587.0;357.0
5397;Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;387.0
5398;Apartamento;Rio Comprido;2;0;1;50;2200.0;;200.0
5399;Apartamento;Barra da Tijuca;4;4;4;240;17000.0;5000.0;2000.0
5400;Casa;Vaz Lobo;2;1;0;90;1500.0;;
5401;Apartamento;Barra da Tijuca;3;1;1;82;2500.0;1230.0;269.0
5402;Apartamento;Engenho Novo;2;0;0;60;900.0;400.0;170.0
5403;Apartamento;Barra da Tijuca;3;2;0;157;6500.0;1960.0;8982.0
5404;Apartamento;Portuguesa;3;0;1;106;1800.0;650.0;
5405;Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0
5406;Apartamento;Jardim Botânico;2;1;1;79;3000.0;1447.0;225.0
5407;Apartamento;Ipanema;1;0;1;55;2790.0;420.0;90.0
5408;Apartamento;Campo Grande;2;0;0;55;900.0;350.0;
5409;Apartamento;Vista Alegre;2;0;0;37;1100.0;;
5410;Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1005.0;382.0
5411;Apartamento;Campo Grande;1;0;0;50;439.0;;
5412;Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;1128.0;196.0
5413;Apartamento;Vila da Penha;2;1;0;85;1100.0;300.0;
5414;Apartamento;Barra da Tijuca;2;1;0;71;1600.0;1204.0;212.0
5415;Apartamento;Pechincha;2;1;0;78;1100.0;570.0;18.0
5416;Apartamento;Leme;2;0;1;86;4000.0;777.0;
5417;Apartamento;Jacarepaguá;3;1;1;70;1600.0;650.0;120.0
5418;Apartamento;Barra da Tijuca;2;2;1;100;5500.0;2200.0;300.0
5419;Apartamento;Praça da Bandeira;1;0;0;30;800.0;355.0;25.0
5420;Apartamento;Ipanema;4;2;2;300;16000.0;2100.0;498.0
5421;Apartamento;Recreio dos Bandeirantes;2;1;1;76;1800.0;811.0;120.0
5422;Casa;Campo Grande;2;1;0;80;1290.0;;
5423;Apartamento;Leblon;3;1;1;150;6700.0;1900.0;3500.0
5424;Apartamento;Urca;3;1;1;120;4300.0;2478.0;343.0
5425;Apartamento;Santa Teresa;3;1;0;148;2600.0;1430.0;
5426;Apartamento;Leblon;3;3;2;240;20000.0;3890.0;890.0
5427;Apartamento;Barra da Tijuca;4;2;2;115;3900.0;129880.0;358.0
5428;Apartamento;Barra da Tijuca;2;1;1;82;2100.0;1350.0;1100.0
5429;Apartamento;Lagoa;2;1;0;72;3400.0;1430.0;230.0
5430;Apartamento;Copacabana;3;1;1;200;4792.0;2800.0;208.0
5431;Apartamento;Copacabana;2;0;0;79;3000.0;933.0;142.0
5432;Apartamento;Barra da Tijuca;3;2;1;77;1700.0;1200.0;2031.0
5433;Apartamento;Jacarepaguá;3;1;2;73;1700.0;650.0;61.0
5434;Apartamento;Copacabana;3;1;1;110;8000.0;1100.0;390.0
5435;Apartamento;Leblon;2;1;1;93;5000.0;1400.0;2500.0
5436;Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;241;4000.0;900.0;
5437;Apartamento;Anil;2;1;0;56;1200.0;348.0;12.0
5438;Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0
5439;Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000.0;575.0;65.0
5440;Apartamento;Méier;2;1;0;78;1300.0;390.0;33.0
5441;Apartamento;Recreio dos Bandeirantes;4;2;3;122;2300.0;1330.0;257.0
5442;Apartamento;Tijuca;2;1;0;76;2100.0;1033.0;124.0
5443;Apartamento;Pechincha;1;0;0;60;1100.0;347.0;55.0
5444;Apartamento;Barra da Tijuca;1;1;0;60;2100.0;3079.0;
5445;Apartamento;Ipanema;5;1;3;426;25000.0;3200.0;441.0
5446;Apartamento;Barra da Tijuca;3;1;1;96;3000.0;1230.0;100.0
5447;Apartamento;Barra da Tijuca;4;3;4;266;15000.0;3700.0;6920.0
5448;Apartamento;Cachambi;2;1;0;65;800.0;410.0;
5449;Apartamento;Flamengo;2;0;0;80;3000.0;785.0;141.0
5450;Apartamento;Ipanema;4;0;2;398;30000.0;6000.0;
5451;Apartamento;Grajaú;3;1;1;122;2250.0;1045.0;
5452;Apartamento;Lagoa;3;2;1;247;7000.0;1500.0;6438.0
5453;Apartamento;Jacarepaguá;2;1;0;41;1100.0;550.0;
5454;Casa de Condomínio;Barra da Tijuca;4;3;2;260;8000.0;900.0;530.0
5455;Apartamento;Leme;1;0;0;50;2100.0;425.0;26.0
5456;Apartamento;Cachambi;2;1;0;59;1300.0;655.0;36.0
5457;Apartamento;Campo Grande;2;1;0;48;720.0;;
5458;Apartamento;Barra da Tijuca;4;2;2;160;3900.0;2200.0;600.0
5459;Apartamento;Barra da Tijuca;3;2;1;108;4500.0;1764.0;6874.0
5460;Apartamento;Ipanema;3;3;2;270;18000.0;2640.0;833.0
5461;Apartamento;Santa Teresa;1;0;1;55;2490.0;520.0;95.0
5462;Casa de Condomínio;Barra da Tijuca;4;0;1;265;12000.0;870.0;5232.0
5463;Apartamento;São Conrado;2;1;1;100;2300.0;1050.0;170.0
5464;Quitinete;Centro;1;0;0;18;950.0;397.0;24.0
5465;Apartamento;Barra da Tijuca;1;1;1;90;2350.0;1300.0;273.0
5466;Quitinete;Botafogo;1;0;1;21;1600.0;375.0;242.0
5467;Apartamento;Laranjeiras;1;0;0;49;1800.0;392.0;25.0
5468;Apartamento;Leme;3;1;0;103;3000.0;1080.0;222.0
5469;Apartamento;Cachambi;1;0;0;40;800.0;150.0;
5470;Apartamento;Estácio;2;0;0;63;1200.0;624.0;
5471;Casa de Vila;Engenho Novo;2;0;0;61;1000.0;;
5472;Apartamento;Barra da Tijuca;2;2;2;75;4500.0;1930.0;
5473;Apartamento;Copacabana;2;2;0;106;3200.0;900.0;150.0
5474;Apartamento;Botafogo;1;0;0;35;1300.0;439.0;23.0
5475;Apartamento;São Francisco Xavier;2;1;0;55;1300.0;439.0;14.0
5476;Apartamento;Ipanema;3;1;1;140;8500.0;2250.0;513.0
5477;Apartamento;Pechincha;2;1;0;50;1100.0;575.0;36.0
5478;Apartamento;Jardim Botânico;3;1;1;200;5900.0;1100.0;450.0
5479;Quitinete;Botafogo;1;0;0;18;1200.0;456.0;25.0
5480;Apartamento;Tijuca;4;2;1;125;2950.0;1530.0;197.0
5481;Quitinete;Grajaú;1;0;0;40;900.0;250.0;10.0
5482;Apartamento;Tijuca;3;1;1;120;1800.0;1188.0;170.0
5483;Apartamento;Barra da Tijuca;4;3;2;263;10000.0;2589.0;62.0
5484;Apartamento;Realengo;2;1;0;52;700.0;390.0;
5485;Apartamento;Cachambi;2;0;0;75;900.0;200.0;
5486;Apartamento;Ipanema;5;2;2;290;17000.0;1908.0;773.0
5487;Apartamento;Olaria;2;0;0;55;750.0;90.0;
5488;Apartamento;Recreio dos Bandeirantes;2;1;1;108;1600.0;708.0;
5489;Apartamento;Barra da Tijuca;3;2;1;107;3500.0;1850.0;340.0
5490;Quitinete;Centro;1;0;0;25;1750.0;;
5491;Apartamento;Recreio dos Bandeirantes;2;2;1;82;1990.0;700.0;184.0
5492;Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;676.0;131.0
5493;Apartamento;Recreio dos Bandeirantes;4;2;2;153;2000.0;1414.0;352.0
5494;Casa de Condomínio;Taquara;4;4;2;680;4500.0;400.0;300.0
5495;Apartamento;Ipanema;5;1;4;354;25000.0;4419.0;2200.0
5496;Apartamento;Barra da Tijuca;3;1;0;72;2200.0;600.0;
5497;Apartamento;Grajaú;1;0;1;50;1500.0;20.0;50.0
5498;Apartamento;Barra da Tijuca;1;0;0;65;2800.0;903.0;
5499;Apartamento;Copacabana;3;1;1;180;5000.0;2800.0;339.0
5500;Apartamento;Barra da Tijuca;2;1;2;94;2200.0;950.0;240.0
5501;Apartamento;Freguesia (Jacarepaguá);3;2;2;120;1800.0;1107.0;190.0
5502;Apartamento;Grajaú;3;1;1;85;1450.0;407.0;
5503;Apartamento;Taquara;3;1;0;55;900.0;330.0;15.0
5504;Apartamento;Vila Valqueire;2;0;0;60;800.0;330.0;14.0
5505;Apartamento;Tijuca;2;0;0;60;1200.0;350.0;
5506;Apartamento;Recreio dos Bandeirantes;2;1;1;97;1800.0;1100.0;140.0
5507;Apartamento;Méier;2;1;0;65;1200.0;465.0;
5508;Apartamento;Ipanema;4;2;2;240;16000.0;3718.0;1476.0
5509;Apartamento;Tomás Coelho;2;1;0;50;650.0;228.0;
5510;Apartamento;Glória;1;0;0;30;1100.0;361.0;24.0
5511;Apartamento;Ipanema;3;1;2;135;7000.0;1300.0;493.0
5512;Quitinete;Flamengo;1;0;0;22;1400.0;480.0;53.0
5513;Apartamento;Flamengo;2;1;2;87;5000.0;1400.0;435.0
5514;Apartamento;Centro;2;0;0;60;1500.0;500.0;130.0
5515;Apartamento;Recreio dos Bandeirantes;3;2;3;167;3000.0;1150.0;354.0
5516;Apartamento;Barra da Tijuca;3;2;1;113;2800.0;1550.0;180.0
5517;Casa de Condomínio;Anil;3;1;1;405;4200.0;700.0;388.0
5518;Apartamento;Jardim Botânico;2;1;0;70;3000.0;1283.0;193.0
5519;Apartamento;Botafogo;2;1;1;79;4350.0;1100.0;244.0
5520;Apartamento;Laranjeiras;4;1;2;170;5200.0;1100.0;280.0
5521;Apartamento;Ilha do Governador;2;1;0;48;1100.0;395.0;24.0
5522;Quitinete;Glória;1;0;0;35;1100.0;495.0;
5523;Apartamento;Leme;3;1;1;197;7500.0;1970.0;
5524;Apartamento;Copacabana;4;0;0;160;5500.0;1700.0;230.0
5525;Casa de Condomínio;Barra da Tijuca;4;3;4;600;15000.0;2200.0;1000.0
5526;Apartamento;Laranjeiras;3;1;1;127;2500.0;962.0;
5527;Apartamento;São Conrado;2;2;1;96;3500.0;1000.0;200.0
5528;Apartamento;Tijuca;3;0;0;90;1800.0;873.0;75.0
5529;Quitinete;Estácio;1;0;0;18;600.0;150.0;25.0
5530;Apartamento;Barra da Tijuca;1;1;0;58;1700.0;1100.0;
5531;Apartamento;Maracanã;2;0;0;60;950.0;620.0;20.0
5532;Casa;Inhoaíba;1;0;0;50;600.0;;
5533;Apartamento;Barra da Tijuca;3;2;1;130;5500.0;1750.0;410.0
5534;Apartamento;Copacabana;4;1;1;274;8000.0;1746.0;7077.0
5535;Apartamento;Ipanema;3;3;2;200;16000.0;3100.0;694.0
5536;Apartamento;Copacabana;1;0;0;42;1400.0;650.0;50.0
5537;Apartamento;Copacabana;2;1;1;115;4500.0;1150.0;284.0
5538;Apartamento;Laranjeiras;3;1;1;143;4800.0;1600.0;213.0
5539;Apartamento;Lapa;1;0;0;45;1500.0;500.0;180.0
5540;Apartamento;Guadalupe;2;1;0;40;600.0;293.0;53.0
5541;Apartamento;Barra da Tijuca;3;2;3;145;3700.0;1800.0;350.0
5542;Apartamento;Leblon;4;2;4;304;12500.0;2710.0;1154.0
5543;Apartamento;Recreio dos Bandeirantes;3;2;2;180;3000.0;1109.0;439.0
5544;Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;309.0
5545;Apartamento;Campo Grande;2;0;0;50;600.0;;
5546;Apartamento;São Conrado;3;3;1;240;5200.0;3400.0;
5547;Apartamento;Barra da Tijuca;1;1;0;65;3000.0;1603.0;
5548;Apartamento;Leblon;3;0;3;130;13500.0;2266.0;600.0
5549;Casa de Condomínio;Barra da Tijuca;5;4;4;622;10000.0;1390.0;1514.0
5550;Apartamento;Barra da Tijuca;4;3;2;215;13700.0;3580.0;540.0
