Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Jardim Botânico;1;1;1;60;2500.0;1400.0;110.0
Quitinete;Centro;0;0;0;30;1000.0;480.0;0.0
Apartamento;Ipanema;4;2;1;230;6500.0;2800.0;674.0
Conjunto Comercial/Sala;Botafogo;0;20;0;716;53700.0;21974.0;3300.0
Apartamento;Copacabana;2;0;0;63;2000.0;687.0;67.0
Apartamento;Flamengo;4;0;0;290;9000.0;1800.0;710.0
Quitinete;Flamengo;1;0;0;28;1300.0;350.0;25.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;128;13000.0;1093.0;0.0
Apartamento;Barra da Tijuca;4;3;1;144;5000.0;1632.0;355.0
Conjunto Comercial/Sala;Botafogo;0;0;0;143;7500.0;1424.0;219.0
Casa Comercial;Vila Isabel;0;3;0;80;2500.0;0.0;290.0
Loja/Salão;Copacabana;0;0;0;103;1550.0;1625.0;0.0
Apartamento;Copacabana;4;0;1;135;12500.0;1242.0;0.0
Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1100.0;2000.0
Apartamento;Copacabana;3;0;1;189;2500.0;1406.0;290.0
Casa de Condomínio;Barra da Tijuca;4;3;4;340;10000.0;1100.0;550.0
Apartamento;Bonsucesso;2;0;0;49;980.0;350.0;0.0
Apartamento;Laranjeiras;3;1;1;130;4000.0;1400.0;212.0
Apartamento;Tijuca;1;1;0;64;1850.0;738.0;123.0
Apartamento;Barra da Tijuca;2;1;1;115;4500.0;2450.0;460.0
Apartamento;Copacabana;1;0;1;22;1500.0;490.0;37.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;30;1200.0;525.0;0.0
Apartamento;Vila Valqueire;3;1;0;97;1700.0;330.0;1.0
Apartamento;Praça da Bandeira;1;0;0;55;1300.0;150.0;36.0
Apartamento;Leblon;3;1;0;90;4450.0;900.0;200.0
Quitinete;Centro;1;0;0;25;800.0;200.0;25.0
Casa;Centro;5;3;0;233;3000.0;0.0;659.0
Apartamento;Ipanema;3;2;1;200;9900.0;1200.0;500.0
Apartamento;Recreio dos Bandeirantes;1;0;0;50;900.0;100.0;62.0
Apartamento;Ipanema;2;1;2;200;10500.0;1320.0;691.0
Apartamento;Oswaldo Cruz;1;1;0;50;650.0;227.0;0.0
Conjunto Comercial/Sala;Itanhangá;0;1;0;28;900.0;383.0;105.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;26;800.0;480.0;33.0
Apartamento;Santa Teresa;2;0;0;95;2000.0;230.0;0.0
Apartamento;Copacabana;3;0;1;120;4000.0;1400.0;298.0
Apartamento;Barra da Tijuca;4;4;4;292;25000.0;5000.0;13000.0
Loja/Salão;Campo Grande;0;0;0;70;2500.0;0.0;115.0
Apartamento;Recreio dos Bandeirantes;2;2;1;80;1400.0;950.0;100.0
Apartamento;Ipanema;3;0;0;85;3500.0;895.0;223.0
Apartamento;Barra da Tijuca;3;3;3;150;4800.0;1000.0;0.0
Apartamento;Gávea;3;0;1;112;3000.0;1096.0;0.0
Apartamento;Tijuca;3;2;1;180;1500.0;2000.0;284.0
Apartamento;Copacabana;4;1;0;230;5000.0;1850.0;510.0
Loja/Salão;Ipanema;0;0;0;210;28000.0;0.0;2600.0
Apartamento;Barra da Tijuca;4;2;1;300;9000.0;3200.0;1200.0
Apartamento;Vila Kosmos;2;0;0;65;1000.0;250.0;0.0
Casa Comercial;Botafogo;0;0;0;280;16000.0;0.0;1166.0
Casa de Condomínio;Campo Grande;1;0;0;50;700.0;0.0;0.0
Apartamento;Barra da Tijuca;2;1;1;83;1800.0;1400.0;0.0
Galpão/Depósito/Armazém;Andaraí;0;0;0;750;10900.0;0.0;1100.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;30;1500.0;250.0;0.0
Apartamento;Taquara;2;1;0;50;1200.0;300.0;13.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;100;4000.0;1613.0;217.0
Apartamento;Laranjeiras;3;0;0;108;2600.0;810.0;0.0
Apartamento;Ipanema;4;2;1;210;10500.0;2808.0;570.0
Apartamento;Gávea;4;1;1;132;5500.0;1660.0;391.0
Apartamento;São Cristóvão;2;1;0;80;1500.0;438.0;125.0
Conjunto Comercial/Sala;Centro;0;0;0;405;16000.0;4742.0;1382.0
Conjunto Comercial/Sala;Santo Cristo;0;5;0;1435;35888.0;0.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;484;10000.0;7071.0;1745.0
Apartamento;Barra da Tijuca;2;1;1;72;2000.0;1060.0;266.0
Conjunto Comercial/Sala;Botafogo;0;1;0;235;11750.0;11000.0;3080.0
Conjunto Comercial/Sala;Centro;0;2;0;56;2400.0;1500.0;0.0
Apartamento;Ipanema;3;1;2;100;7000.0;800.0;174.0
Apartamento;Ipanema;2;1;0;68;2700.0;750.0;86.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;30;1000.0;2500.0;619.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;11;0;500;22000.0;5500.0;1500.0
Apartamento;Recreio dos Bandeirantes;2;2;1;95;2500.0;1180.0;2096.0
Apartamento;Andaraí;1;1;0;60;1400.0;510.0;51.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;500.0;540.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;843.0;47.0
Conjunto Comercial/Sala;Centro;0;0;0;47;1300.0;1006.0;203.0
Apartamento;Ipanema;4;1;4;470;55000.0;7500.0;3200.0
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;900.0;145.0
Apartamento;Copacabana;3;1;2;250;12000.0;1020.0;200.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;160;1850.0;1450.0;180.0
Apartamento;Humaitá;3;2;1;100;4300.0;1545.0;297.0
Apartamento;Jardim Sulacap;2;1;0;56;830.0;270.0;0.0
Conjunto Comercial/Sala;Ipanema;0;1;0;30;1399.0;744.0;112.0
Loja/Salão;Campo Grande;0;14;0;349;20000.0;230.0;1148.0
Apartamento;Ipanema;2;1;1;60;10000.0;2000.0;3600.0
Apartamento;Engenho de Dentro;2;0;0;65;800.0;285.0;0.0
Apartamento;Botafogo;1;1;1;60;3800.0;1275.0;80.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;2600.0;700.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;600.0;412.0;112.0
Apartamento;Ipanema;3;1;1;140;7300.0;2900.0;500.0
Conjunto Comercial/Sala;Botafogo;0;0;0;501;69600.0;15710.0;3100.0
Apartamento;Copacabana;2;1;0;80;3500.0;1100.0;101.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;21;600.0;350.0;0.0
Casa;Jacarepaguá;3;2;1;239;3750.0;0.0;0.0
Apartamento;Botafogo;4;2;3;161;4500.0;2298.0;501.0
Conjunto Comercial/Sala;Tijuca;0;0;0;29;800.0;480.0;142.0
Prédio Inteiro;Maracanã;0;200;0;5577;35000.0;0.0;13400.0
Conjunto Comercial/Sala;Centro;0;1;0;30;900.0;909.0;75.0
Apartamento;Copacabana;2;0;1;70;4900.0;1500.0;550.0
Apartamento;Ipanema;3;1;2;110;10000.0;750.0;230.0
Conjunto Comercial/Sala;Centro;0;0;0;377;6000.0;0.0;0.0
Apartamento;Recreio dos Bandeirantes;3;1;1;84;2000.0;750.0;205.0
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;600.0
Conjunto Comercial/Sala;Centro;0;1;0;360;7000.0;5700.0;1250.0
Loja/Salão;Barra da Tijuca;0;3;0;207;11395.0;5589.0;2938.0
Apartamento;Barra da Tijuca;4;3;4;225;7600.0;2800.0;530.0
Conjunto Comercial/Sala;Ipanema;0;4;0;323;29000.0;7700.0;2000.0
Quitinete;Botafogo;1;0;0;21;800.0;350.0;0.0
Casa de Condomínio;Campo Grande;2;1;0;55;1000.0;0.0;0.0
Apartamento;Ipanema;3;0;1;110;6000.0;1050.0;320.0
Apartamento;Copacabana;1;1;0;70;2500.0;765.0;0.0
Flat;Botafogo;1;1;0;50;2500.0;1250.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;150;5900.0;650.0;0.0
Galpão/Depósito/Armazém;Taquara;0;15;0;1200;27000.0;0.0;1400.0
Apartamento;Leme;2;0;0;88;3000.0;715.0;225.0
Apartamento;Barra da Tijuca;4;4;4;170;5900.0;918.0;6487.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;1202;90150.0;33055.0;4207.0
Apartamento;Lagoa;3;2;1;117;7500.0;977.0;456.0
Apartamento;Irajá;2;0;0;65;1000.0;260.0;0.0
Loja/Salão;Centro;0;0;0;130;3500.0;133.0;675.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;51;1700.0;953.0;0.0
Apartamento;Oswaldo Cruz;2;0;0;55;930.0;140.0;0.0
Casa de Condomínio;Recreio dos Bandeirantes;4;5;4;500;10500.0;1000.0;0.0
Apartamento;Laranjeiras;3;1;0;100;3500.0;785.0;115.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;750.0;378.0;85.0
Apartamento;Barra da Tijuca;3;3;3;127;6900.0;2740.0;648.0
Apartamento;Gávea;2;0;0;84;2700.0;768.0;132.0
Apartamento;Lagoa;3;1;1;104;4500.0;1382.0;337.0
Apartamento;Copacabana;1;0;0;36;1400.0;720.0;70.0
Apartamento;Botafogo;3;2;1;120;3500.0;1150.0;264.0
Apartamento;Lagoa;3;2;1;117;4900.0;1217.0;648.0
Apartamento;Barra da Tijuca;3;3;2;267;12800.0;4400.0;10000.0
Quitinete;Botafogo;1;0;0;28;1100.0;481.0;25.0
Loja/Salão;Botafogo;0;0;0;463;33379.0;4687.0;0.0
Casa;Campo Grande;2;1;0;80;900.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;850.0;1185.0;136.0
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;35;2300.0;1075.0;259.0
Apartamento;Icaraí;4;3;2;150;2300.0;1917.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;3500.0;850.0;500.0
Conjunto Comercial/Sala;Flamengo;0;0;0;220;7500.0;2500.0;1160.0
Galpão/Depósito/Armazém;Pilares;0;0;0;220;2000.0;0.0;180.0
Apartamento;Freguesia (Jacarepaguá);2;0;0;58;1100.0;440.0;39.0
Apartamento;Barra da Tijuca;3;2;1;145;4500.0;1500.0;380.0
Apartamento;Leblon;4;2;2;250;17000.0;3500.0;1000.0
Conjunto Comercial/Sala;Centro;0;2;0;300;20000.0;6500.0;1230.0
Apartamento;Ipanema;3;1;1;240;10000.0;2810.0;519.0
Quitinete;Copacabana;1;0;0;25;1000.0;385.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;245;20000.0;6495.0;1453.0
Apartamento;Copacabana;2;1;0;67;2300.0;757.0;152.0
Conjunto Comercial/Sala;Centro;0;12;0;2190;153318.0;0.0;0.0
Apartamento;Barra da Tijuca;2;1;1;93;2500.0;1350.0;250.0
Casa Comercial;Botafogo;0;1;0;118;10000.0;0.0;627.0
Conjunto Comercial/Sala;Centro;0;0;0;77;2850.0;1459.0;0.0
Quitinete;Botafogo;0;0;0;24;1100.0;417.0;0.0
Loft;Leblon;1;1;1;60;4700.0;2000.0;0.0
Apartamento;Barra da Tijuca;3;3;3;280;12000.0;2480.0;580.0
Apartamento;Pechincha;2;1;1;69;1350.0;707.0;73.0
Apartamento;Ipanema;3;1;1;150;4800.0;1400.0;252.0
Apartamento;Lagoa;2;1;1;110;6900.0;1200.0;230.0
Conjunto Comercial/Sala;Flamengo;0;0;0;34;1200.0;948.0;171.0
Apartamento;Barra da Tijuca;3;2;3;170;6000.0;1700.0;0.0
Conjunto Comercial/Sala;Centro;0;1;0;392;25468.0;12147.0;1324.0
Apartamento;Recreio dos Bandeirantes;3;1;1;72;1800.0;930.0;212.0
Apartamento;Laranjeiras;3;4;1;150;5200.0;1100.0;10.0
Apartamento;Centro;1;0;0;40;1300.0;400.0;0.0
Apartamento;Copacabana;2;0;1;100;2300.0;1340.0;159.0
Apartamento;Barra da Tijuca;4;3;1;296;17000.0;5583.0;16622.0
Loja/Salão;Barra da Tijuca;0;16;0;1200;96000.0;12900.0;17500.0
Casa de Condomínio;Taquara;2;1;0;55;1000.0;450.0;0.0
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1200.0;480.0;140.0
Apartamento;Copacabana;3;1;1;104;3800.0;1115.0;220.0
Conjunto Comercial/Sala;Centro;0;0;0;195;5500.0;1800.0;675.0
Apartamento;Recreio dos Bandeirantes;3;2;1;97;1991.0;1050.0;0.0
Apartamento;Barra da Tijuca;1;1;0;68;2500.0;1300.0;0.0
Casa;Recreio dos Bandeirantes;4;3;1;316;4600.0;830.0;0.0
Casa;Jardim Botânico;4;4;3;450;20000.0;0.0;1750.0
Conjunto Comercial/Sala;Botafogo;0;17;0;757;102217.0;28394.0;0.0
Apartamento;Recreio dos Bandeirantes;3;2;2;187;3500.0;1500.0;0.0
Apartamento;Copacabana;3;1;0;100;4000.0;700.0;180.0
Galpão/Depósito/Armazém;Guadalupe;0;0;0;5000;15000.0;0.0;0.0
Quitinete;Estácio;0;0;0;15;700.0;0.0;0.0
Apartamento;Leblon;1;1;0;30;3000.0;411.0;80.0
Apartamento;Copacabana;3;1;0;100;3900.0;970.0;110.0
Casa Comercial;Campo Grande;0;0;0;100;13000.0;0.0;0.0
Conjunto Comercial/Sala;Centro;1;0;0;25;700.0;321.0;107.0
Apartamento;Tijuca;2;0;0;80;1700.0;455.0;28.0
Apartamento;Centro;1;1;0;52;1500.0;550.0;60.0
Conjunto Comercial/Sala;Centro;0;1;0;585;52650.0;14625.0;2925.0
Conjunto Comercial/Sala;Centro;0;0;0;50;1500.0;361.0;84.0
Apartamento;Urca;2;0;1;100;4400.0;373.0;0.0
Apartamento;Botafogo;2;0;0;62;2800.0;790.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;179;9900.0;3468.0;1390.0
Conjunto Comercial/Sala;Centro;0;0;0;38;600.0;554.0;79.0
Galpão/Depósito/Armazém;Olaria;0;0;0;1676;15000.0;0.0;2774.0
Apartamento;Flamengo;2;1;1;87;2900.0;1400.0;350.0
Conjunto Comercial/Sala;Copacabana;0;0;0;68;2000.0;1347.0;2701.0
Galpão/Depósito/Armazém;Pavuna;0;20;0;7933;142799.0;49468.0;9609.0
Apartamento;Humaitá;3;1;1;103;4000.0;1100.0;151.0
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2100.0;800.0;1900.0
Casa de Condomínio;Barra da Tijuca;5;4;3;622;10000.0;1390.0;1486.0
Apartamento;Tijuca;2;1;1;87;2800.0;950.0;164.0
Apartamento;Copacabana;4;2;1;255;5900.0;1900.0;373.0
Conjunto Comercial/Sala;Centro;0;18;0;2964;359632.0;77065.0;0.0
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;3100.0;720.0
Flat;Ipanema;2;2;2;90;7500.0;2494.0;312.0
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;135;10000.0;4895.0;1500.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1350.0;900.0;150.0
Apartamento;Ipanema;4;1;3;168;7000.0;2400.0;3067.0
Conjunto Comercial/Sala;Centro;0;0;0;90;4000.0;2170.0;583.0
Apartamento;Vargem Pequena;2;1;1;70;1800.0;857.0;0.0
Loja Shopping/ Ct Comercial;Freguesia (Jacarepaguá);0;1;0;70;3000.0;1464.0;312.0
Conjunto Comercial/Sala;Ipanema;0;0;0;25;2200.0;460.0;27.0
Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;427;13000.0;14027.0;0.0
Apartamento;Santa Teresa;1;0;0;35;800.0;400.0;0.0
Conjunto Comercial/Sala;Tijuca;0;1;0;34;800.0;691.0;83.0
Apartamento;Barra da Tijuca;3;2;3;104;2600.0;740.0;240.0
Apartamento;Ipanema;3;1;1;102;4200.0;2095.0;485.0
Loja/Salão;Botafogo;0;0;0;585;60000.0;90.0;450.0
Apartamento;Flamengo;5;2;1;340;8700.0;2700.0;150.0
Loja/Salão;Barra da Tijuca;0;10;0;1878;129600.0;22150.0;0.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;29;2000.0;1044.0;371.0
Conjunto Comercial/Sala;Centro;0;0;0;219;12000.0;3229.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;22;0;800;45000.0;29000.0;0.0
Apartamento;Leblon;3;2;1;130;6000.0;2360.0;597.0
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1200.0;523.0;168.0
Apartamento;Maria da Graça;2;0;0;74;1100.0;300.0;118.0
Apartamento;Centro;1;0;0;60;2000.0;500.0;0.0
Quitinete;Gardênia Azul;1;0;0;25;490.0;15.0;0.0
Apartamento;Barra da Tijuca;4;3;2;224;7600.0;2237.0;768.0
Conjunto Comercial/Sala;Barra da Tijuca;0;5;0;180;12000.0;3600.0;1066.0
Apartamento;Ipanema;7;5;7;800;30000.0;11000.0;0.0
Casa;Pechincha;2;0;1;60;1550.0;100.0;0.0
Apartamento;Ipanema;2;1;0;82;3500.0;850.0;90.0
Apartamento;Copacabana;5;1;1;300;11000.0;2450.0;350.0
Apartamento;Leme;3;1;1;100;4800.0;1000.0;200.0
Loja/Salão;Braz de Pina;0;0;0;117;2350.0;0.0;1421.0
Loja/Salão;Vila Isabel;0;0;0;85;6500.0;0.0;398.0
Loja/Salão;Botafogo;0;0;0;20;500.0;575.0;0.0
Loja Shopping/ Ct Comercial;Leblon;0;0;0;20;1900.0;450.0;127.0
Apartamento;Ipanema;1;0;0;35;1600.0;315.0;30.0
Apartamento;Copacabana;3;1;1;145;5000.0;1576.0;24.0
Apartamento;Barra da Tijuca;3;2;1;130;5000.0;2445.0;807.0
Apartamento;Ilha do Governador;1;0;0;45;1000.0;355.0;20.0
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0
Casa Comercial;Urca;0;0;0;272;7000.0;0.0;2225.0
Apartamento;Lagoa;3;2;1;252;8800.0;1900.0;600.0
Apartamento;Ipanema;2;1;1;80;15000.0;3600.0;0.0
Apartamento;Barra da Tijuca;2;2;1;168;2199.0;1600.0;0.0
Apartamento;Rio Comprido;2;1;1;75;1300.0;850.0;0.0
Conjunto Comercial/Sala;Pechincha;0;1;0;30;600.0;450.0;0.0
Casa de Condomínio;Barra da Tijuca;4;3;2;434;7500.0;2694.0;1150.0
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1775.0;260.0
Apartamento;Vila Isabel;2;1;1;86;1500.0;834.0;86.0
Casa de Condomínio;Vargem Grande;5;3;5;300;6000.0;1300.0;200.0
Apartamento;Ipanema;3;1;2;130;15000.0;1400.0;600.0
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;165;6000.0;3000.0;900.0
Casa;Taquara;3;1;1;106;2300.0;180.0;57.0
Apartamento;Ipanema;3;1;1;105;4500.0;1427.0;239.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;42;1200.0;450.0;120.0
Apartamento;Recreio dos Bandeirantes;3;2;3;144;3500.0;670.0;350.0
Apartamento;Jacarepaguá;2;1;1;60;1450.0;500.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;54;1240.0;580.0;132.0
Apartamento;Barra da Tijuca;2;1;1;63;1600.0;856.0;111.0
Apartamento;Leblon;3;2;0;180;5000.0;3900.0;480.0
Apartamento;Barra da Tijuca;3;2;1;141;4800.0;1785.0;0.0
Apartamento;Centro;2;0;0;75;2500.0;662.0;80.0
Conjunto Comercial/Sala;Centro;0;0;0;40;900.0;432.0;0.0
Apartamento;Copacabana;2;1;2;160;4000.0;1350.0;0.0
Apartamento;Jacarepaguá;2;1;1;55;1500.0;450.0;50.0
Apartamento;Grajaú;2;1;1;71;980.0;646.0;97.0
Apartamento;Ipanema;4;2;1;160;7000.0;1750.0;0.0
Apartamento;Ipanema;3;1;1;160;7800.0;1317.0;493.0
Apartamento;Tijuca;2;0;0;33;1500.0;641.0;25.0
Apartamento;Jardim Botânico;2;1;1;90;4500.0;1500.0;338.0
Apartamento;Recreio dos Bandeirantes;3;3;3;300;3200.0;1346.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;40;1200.0;620.0;211.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;78;1200.0;605.0;78.0
Apartamento;Barra da Tijuca;1;1;1;67;1600.0;1641.0;358.0
Apartamento;Copacabana;1;0;1;40;2800.0;500.0;0.0
Apartamento;Jardim Guanabara;1;1;0;65;1550.0;285.0;25.0
Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0
Apartamento;Leblon;4;2;4;200;10500.0;2710.0;1153.0
Casa de Condomínio;Barra da Tijuca;5;4;4;622;10000.0;1390.0;1486.0
Conjunto Comercial/Sala;Cidade Nova;0;10;0;1080;64800.0;30240.0;0.0
Apartamento;Vila Isabel;2;1;1;76;1500.0;840.0;71.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;16;7724.0;0.0;0.0
Casa de Condomínio;Jacarepaguá;2;1;1;90;1700.0;208.0;35.0
Conjunto Comercial/Sala;Campo Grande;0;0;0;50;2300.0;400.0;0.0
Apartamento;Grajaú;2;1;1;76;1300.0;940.0;0.0
Loja/Salão;Ipanema;0;0;0;200;30000.0;0.0;1900.0
Conjunto Comercial/Sala;Saúde;0;0;0;30;350.0;610.0;50.0
Apartamento;Estácio;2;1;1;86;1700.0;840.0;120.0
Apartamento;Rio Comprido;2;0;0;70;1500.0;240.0;13.0
Conjunto Comercial/Sala;Ipanema;0;0;0;70;7500.0;2000.0;790.0
Apartamento;Barra da Tijuca;3;2;3;110;2700.0;1485.0;262.0
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;990.0;0.0
Apartamento;Vila Valqueire;3;2;1;230;4500.0;610.0;2315.0
Conjunto Comercial/Sala;Centro;0;0;0;35;450.0;360.0;0.0
Galpão/Depósito/Armazém;Penha Circular;0;0;0;9220;73000.0;0.0;8349.0
Loja/Salão;Leblon;0;3;0;300;40000.0;4584.0;0.0
Galpão/Depósito/Armazém;Manguinhos;0;2;0;250;4000.0;0.0;0.0
Casa;Olaria;1;0;0;35;800.0;0.0;0.0
Apartamento;Centro;1;0;0;56;1900.0;917.0;2004.0
Apartamento;Maracanã;2;1;0;70;2000.0;600.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;100;1600.0;1979.0;335.0
Conjunto Comercial/Sala;Centro;0;18;0;944;127440.0;31500.0;0.0
Galpão/Depósito/Armazém;Realengo;0;0;0;900;13000.0;0.0;1050.0
Loja/Salão;Barra da Tijuca;0;0;0;162;14231.0;2800.0;1305.0
Apartamento;Botafogo;3;1;0;94;3000.0;1500.0;153.0
Apartamento;Botafogo;3;1;1;105;5700.0;1353.0;281.0
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0
Apartamento;Barra da Tijuca;3;2;2;216;10000.0;3809.0;1366.0
Loja/Salão;Barra da Tijuca;0;1;0;100;4500.0;1490.0;2021.0
Apartamento;Copacabana;1;1;0;50;2500.0;585.0;94.0
Quitinete;Ipanema;1;0;0;30;2400.0;455.0;133.0
Apartamento;Copacabana;1;1;0;40;2000.0;580.0;75.0
Conjunto Comercial/Sala;Centro;0;0;0;698;41903.0;14743.0;3317.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;78;2980.0;1944.0;78820.0
Apartamento;Recreio dos Bandeirantes;2;0;2;90;1400.0;900.0;170.0
Quitinete;Centro;1;0;0;42;850.0;543.0;26.0
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;144;4800.0;0.0;460.0
Apartamento;Barra da Tijuca;1;1;0;40;3200.0;1680.0;0.0
Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;341.0
Casa;Gávea;0;0;0;160;15000.0;0.0;426.0
Apartamento;Jardim Botânico;3;2;2;147;4500.0;1496.0;374.0
Apartamento;Ipanema;3;0;1;300;22000.0;4000.0;1980.0
Apartamento;Barra da Tijuca;4;2;1;167;10000.0;2237.0;5700.0
Apartamento;Ipanema;4;3;3;270;15000.0;3100.0;700.0
Loja/Salão;Centro;0;0;0;208;5000.0;2670.0;530.0
Apartamento;Leblon;2;1;2;125;10000.0;1275.0;290.0
Apartamento;Ipanema;4;1;1;141;8000.0;1500.0;0.0
Conjunto Comercial/Sala;Botafogo;0;0;0;6;3276.0;0.0;0.0
Galpão/Depósito/Armazém;Pavuna;0;17;0;2040;44880.0;12751.0;710.0
Apartamento;Humaitá;4;3;2;215;8000.0;2900.0;750.0
Apartamento;Botafogo;2;0;1;90;4500.0;940.0;189.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;32;1200.0;440.0;125.0
Apartamento;Barra da Tijuca;3;1;2;100;3200.0;1250.0;150.0
Casa;Penha;1;0;0;27;800.0;0.0;0.0
Apartamento;Ipanema;3;1;1;118;5900.0;980.0;250.0
Apartamento;Copacabana;2;0;0;80;2200.0;655.0;100.0
Apartamento;Recreio dos Bandeirantes;3;2;1;86;1400.0;626.0;0.0
Apartamento;Barra da Tijuca;4;3;4;160;6300.0;1800.0;0.0
Quitinete;Copacabana;1;0;0;21;1700.0;470.0;291.0
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;400;4500.0;0.0;222.0
Apartamento;Copacabana;3;0;0;113;2300.0;1100.0;0.0
Apartamento;Copacabana;1;0;1;40;1800.0;168.0;118.0
Apartamento;Leblon;2;2;0;100;10000.0;1800.0;0.0
Apartamento;Ipanema;4;4;3;487;30000.0;5800.0;29445.0
Conjunto Comercial/Sala;Curicica;0;1;0;17;950.0;290.0;0.0
Apartamento;Ipanema;3;1;1;176;6500.0;2500.0;350.0
Apartamento;Inhaúma;2;1;0;48;800.0;370.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;21;600.0;305.0;101.0
Apartamento;Copacabana;1;1;1;40;2500.0;748.0;670.0
Apartamento;Penha;3;0;0;75;1100.0;185.0;0.0
Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1269.0;212.0
Apartamento;Bonsucesso;2;0;0;60;650.0;350.0;0.0
Apartamento;Engenho Novo;2;0;0;68;1200.0;310.0;48.0
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;700.0;2000.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;1500.0;1094.0;507.0
Conjunto Comercial/Sala;Centro;0;1;0;30;800.0;900.0;1477.0
Apartamento;Gávea;3;1;0;88;3500.0;1682.0;226.0
Conjunto Comercial/Sala;Centro;0;0;0;97;1500.0;2514.0;266.0
Loja/Salão;Saúde;0;0;0;320;20000.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;750.0;800.0;110.0
Casa de Condomínio;Barra da Tijuca;6;8;0;924;13000.0;2214.0;1060.0
Apartamento;Lagoa;3;0;1;140;8000.0;1564.0;430.0
Apartamento;Barra da Tijuca;2;1;1;65;2500.0;665.0;0.0
Apartamento;Copacabana;1;0;0;50;2300.0;610.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;25;1800.0;700.0;0.0
Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980.0;0.0
Apartamento;Copacabana;2;0;1;140;7800.0;1300.0;198.0
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2100.0;800.0;1800.0
Conjunto Comercial/Sala;Centro;0;0;0;301;10000.0;3442.0;927.0
Casa de Vila;Vila Isabel;2;0;0;55;1500.0;30.0;21.0
Conjunto Comercial/Sala;Centro;0;0;0;5;299.0;0.0;0.0
Conjunto Comercial/Sala;Pechincha;0;1;0;28;900.0;269.0;489.0
